chapter-counter,verse-counter,arabic-verse-weight
10,20,6235
10,21,8077
10,22,10610
10,23,9697
10,24,17040
10,25,1998
10,26,5302
10,27,9470
10,28,6246
10,29,2799
10,30,3847
10,31,7819
10,32,4265
10,33,3421
10,34,4663
10,35,3668
10,36,5517
10,37,5646
10,38,4981
10,39,7647
10,40,1353
10,41,3440
10,42,2608
10,43,3063
10,44,3111
10,45,6497
10,46,4635
10,47,4288
10,48,2291
10,49,6179
10,50,4531
10,51,3723
10,52,6352
10,53,2007
10,54,8044
10,55,3302
10,56,1296
10,57,4316
10,58,4097
10,59,4897
10,60,7605
10,61,12972
10,62,1283
10,63,1538
10,64,5581
10,65,1464
10,66,6975
10,67,4078
10,68,7668
10,69,2862
10,70,4772
10,71,12305
10,72,3582
10,73,8808
10,74,5580
10,75,4104
10,76,1900
10,77,2640
10,78,4337
10,79,1491
10,80,2073
10,81,2270
10,82,1464
10,83,6368
10,84,3018
10,85,3937
10,86,1439
10,87,4880
10,88,7408
10,89,3974
10,90,8343
10,91,1733
10,92,4943
10,93,7065
10,94,5426
10,95,4250
10,96,2404
10,97,2503
10,98,6078
10,99,4117
10,100,3341
10,101,7086
10,102,7850
10,103,3252
10,104,5795
10,105,1809
10,106,4812
10,107,6585
10,108,4767
10,109,2463
11,0,786
11,1,3743
11,2,2387
11,3,10059
11,4,1282
11,5,7275
11,6,4406
11,7,9908
11,8,5347
11,9,3177
11,10,5533
11,11,4140
11,12,5977
11,13,6282
11,14,2348
11,15,2821
11,16,3420
11,17,7781
11,18,8575
11,19,4085
11,20,5338
11,21,3827
11,22,2684
11,23,4442
11,24,4578
11,25,1952
11,26,2486
11,27,9474
11,28,5454
11,29,3748
11,30,3016
11,31,8427
11,32,4093
11,33,1850
11,34,4014
11,35,3703
11,36,2294
11,37,5102
11,38,6222
11,39,3875
11,40,4842
11,41,3031
11,42,2880
11,43,3838
11,44,7268
11,45,1987
11,46,4832
11,47,5269
11,48,4064
11,49,6106
11,50,4045
11,51,2925
11,52,6646
11,53,3080
